,ARC_L,ARC_R,ATR_L,ATR_R,AntFrontal,CGC_L,CGC_R,CST_L,CST_R,IFO_L,IFO_R,ILF_L,ILF_R,Motor,Occipital,Orbital,PostParietal,SLF_L,SupFrontal,SupParietal,Temporal,UNC_L,UNC_R
100206,1.1007419004819186,1.074294983108559,1.0787954576709033,1.0765803277657546,1.1235817465239306,1.06207447180369,1.088480226835177,1.0914688242938408,1.1254679706516482,1.0613940122158574,1.0409993059883675,1.0028089563794629,1.0054897580962732,1.0789817833196471,1.1015573232284588,1.084556984204424,1.053842050337956,1.1074960297958978,1.1122344095653975,1.0261421047358343,1.0565211044747862,0.9959546243314005,0.98860075759324
100307,1.0343787070186827,0.9961356479386785,1.00611635775391,1.010855082115895,1.050746832617855,0.9938336680923495,1.0070376329051376,1.0614980347028473,1.0695970344645176,0.9907026535385605,0.9720182839984334,0.9485260633585072,0.9446863416035987,0.9386394093336135,1.0069250947656767,1.0455619470654858,0.9873101285952149,1.0082591998061905,0.984244332514923,0.9285775286649524,0.9768295500280259,0.8951267881682712,0.9157979206019929
100408,1.077788766325893,1.084796300752206,1.066474651988203,1.0625156448504167,1.0738227637348567,1.0678068037519934,1.0688266828540585,1.1155756420629834,1.1103425209974354,1.04366159965245,1.0065223262213459,1.0015996176275481,0.9914068765904449,1.0080470879173347,1.0008585675621635,1.11791863669663,0.9977590496694905,1.0571803429639155,1.045041344828135,0.934906846729217,0.9782085247532231,1.0142361272933156,1.0288784648491567
100610,1.0323563703294738,1.0484891492725992,1.0334114821783735,1.0649829733301799,1.0480795595226748,0.9555982921918728,1.0320001667857213,1.087933895591114,1.0979406023010265,1.0415561453336561,0.9981044889312,0.9797244290836656,0.9585855369767211,1.0314008259871044,0.9966521869651511,1.105036583490108,1.0059912470083539,1.0097832395912558,1.0429837628852516,0.9862837359543093,1.0092543217994914,0.9569772150382256,0.9772823759728472
101006,1.032576752839736,1.0335871305249917,1.048446271614306,1.0494927921888497,1.0386659146295092,1.0426470186386738,1.0599021313291994,1.0818885781269933,1.0935252496227086,1.0330287851713327,0.9888751554988053,0.9619359972835927,0.9684147720305599,1.0069075598313608,0.9318485516706535,1.0748938092153646,0.951102112470454,1.01128364095345,1.0170183050998332,0.9813393709071431,0.9621306165774487,0.9659617814532696,1.0049646198624254
101107,1.0478858649580838,1.0322847880611186,1.066527241093812,1.0411141477224128,1.092391416672816,1.0444976210648744,1.0394688719905438,1.0827798575737229,1.0849240876922575,1.009567124421924,0.9830557816729996,0.949580901080385,0.9677507958140145,0.986149602391668,0.9713696104312219,1.1070993350351441,0.9756756657231201,0.9999816578292477,1.0273638596272852,0.9638225240470821,0.9606585269608179,0.9174824596086065,0.9535078000181878
101309,1.079165415590092,1.0891246850551999,1.050950253273718,1.0845624273136374,1.117803197629847,1.0839201006400958,1.0649320370148898,1.1343478009381736,1.084337922937003,1.0517002213840407,1.0771569406834443,0.9921592062382263,1.0452936442758196,1.0650655868514016,1.0867731773970903,1.0947960291515304,1.1070629626092707,1.074002284537232,1.1230438376382557,1.0549329527387976,1.0564339648141567,0.962140724236347,1.0213888660731518
101410,1.034015724340232,1.015127900486198,1.0453007252674886,1.00771651388926,0.9865286431679985,0.9871816927504277,1.0016150300538196,1.0872523541776216,1.0592577610211427,1.0072418448226972,0.9782302456439083,0.9573764415536149,0.9393794361404361,0.9600914366904492,0.972751039129045,1.0719476997602821,0.950544127410442,1.0021153749071907,1.0034963342433507,0.9463883677174484,0.9323213852269268,0.9318903399162651,0.9780399714849195
101915,1.053801583608866,1.0440439273849267,0.986172608454272,1.0234621043233054,1.047251952571198,0.9829024238673578,1.0288280461076886,1.0571661817189189,1.0681862396850068,0.9868737192704837,0.9790634116311808,0.9581891105035679,0.9576828396875092,1.020855895765404,0.9391284872741338,1.0516318933426136,0.9819618223522576,1.023200242889112,1.0236832130269433,0.9693474759636667,0.924608664315738,0.9311551809383566,0.9470523515942972
102008,1.0385452855755233,1.0506699116236733,1.0712887645898446,1.0664869261102834,0.9862433926070602,0.9985680454079638,1.0270134205877257,1.0824925577205908,1.0948309460392829,1.023060117892458,0.9925533128558481,0.99387203332005,0.9804736740232929,0.9664071580619793,0.9450432668497821,1.1203725130401165,0.8993427123361956,0.9979146889161786,1.01889857709978,0.9474384664507582,0.960343864500217,0.9673917263059972,0.9443981760733245
102109,1.057424729092714,1.0771747688058568,1.0480211104633066,1.0829410161683837,1.0750751648556542,1.12783624887211,1.0977182611467373,1.1123393569484243,1.0966065214317837,1.015114232399505,1.0411675416620232,0.9877580524490069,0.9933074800467335,1.0372495450840682,1.0661322879593569,1.1370720660270943,1.0491369952549277,1.0453324484147843,1.0808361327537213,1.0156787174539814,1.0428184580181148,0.936220952309967,0.9555848208350901
102311,1.0609509736274259,1.079573443458484,1.028658907111248,1.0653868853719533,1.0308370463941667,1.0196760677573078,1.0797207403901858,1.08466700975431,1.0674044064901245,1.032879550009949,1.0188465089534138,1.0013256128571102,0.9937684329538117,0.9917657488820343,0.9540472462019711,1.1268822744178315,0.9560609990836173,1.0574823356373486,1.077588252798108,0.9423196279639583,0.9861103980936256,0.923611834939292,0.9333397519512334
102513,1.0358914186929986,1.0184649035862678,1.0612942895816133,1.063434040015301,1.0545766283547153,1.0359372404443865,1.0212945784880803,1.0852980594780346,1.0726452299255815,0.9926600283448777,0.9832206345915528,0.9359400217392602,0.9420310208343758,1.0175801354711458,1.0299298656244773,1.1034840844068008,0.9670160937537099,1.0094541753470858,1.0380289114035373,0.9695709090372397,1.0257735561622265,0.9065689632111623,0.9193511832446798
102614,1.055085287433495,1.051596809993248,1.1033961104623422,1.068580862895634,1.0543848042447492,1.009646029055725,1.0361980024940802,1.1177197055395605,1.1387638192399847,1.0508752386575155,1.0272959177882732,0.9831960422189729,0.9658554364514462,1.002563636323658,1.014785286103679,1.1205130149484979,1.0082405584016536,1.0125529177536838,1.045564179552331,0.9562132125680998,1.044568872734164,0.9926542995516944,0.9768223016792043
102715,1.0456203501260288,1.0039827756913646,1.0352997613789845,1.0189684049497132,1.013500304046812,1.0293148637744525,1.0002474257039833,1.0945339421230955,1.0891934395094478,0.9773819284752322,1.0052715301865505,0.9317397032507283,0.9532225079582516,1.007131831803445,1.0143591733520934,1.0667813083054887,0.9620072745949703,1.0344908163023796,1.0032253591164058,0.9774419271704399,0.9663081500764983,0.9573750425308473,0.9742836093344677
102816,1.0547606439209665,1.0491791513316986,1.0492345173139754,1.0562243311296218,1.0560671412650648,1.0122207233352727,1.0321092888490242,1.1123177712252899,1.1128222573931372,1.0346268362325912,1.0085848122177838,0.9862095978118329,0.961027307843577,1.019340985857013,0.9777914415545881,1.033209842798933,1.0268502978809342,1.0479543570103216,1.0382176570096728,1.001082573728955,1.0197176774623233,0.912362692837429,0.8787557578067995
103010,1.0267318446512959,1.0225467484909994,1.0323742414826693,1.007809192928664,1.021066868960691,1.0225598343147235,1.02616096521312,1.0636838421551476,1.0828790573343734,1.0000033688660475,0.9607761639171103,0.954277195316535,0.935329953680712,0.999512233794139,0.9831337787613389,1.0402351568298553,0.9864816742177592,0.9843305340200041,1.016687558276364,0.966336684044541,0.9787637635140207,0.890120522258219,0.946909774303322
103111,1.023541522124933,1.028124245498376,0.9817852619639551,1.0363964353535275,0.9884634014245691,0.996379720151797,1.0372976934230693,1.0799509893875723,1.0896437385141804,0.9780056200537355,0.9606787738069361,0.9414087521943219,0.9409082813422556,1.0220125409564071,0.9644735602996074,1.021966778051698,0.9808448570075814,1.0233498293842445,1.0241299132674713,0.9319460255742607,1.0058554062830192,0.9157337211581826,0.9649497380494032
103212,1.0935829732499804,1.049285278199018,1.0792591869406967,1.0694810455236499,1.040417280823512,1.068016340607843,1.0472630302114192,1.113530713831604,1.1223682968133406,1.018575631587466,1.0057198032660812,0.9793001978526334,0.9804054204623666,1.0220194959685225,0.9847311046223401,1.0381240949852437,1.023506576250827,1.0665898718497029,1.043885201890217,1.017842299240852,1.002040570544847,0.9347825823408478,0.9288311880554809
