,ARC_L,ARC_R,ATR_L,ATR_R,AntFrontal,CGC_L,CGC_R,CST_L,CST_R,IFO_L,IFO_R,ILF_L,ILF_R,Motor,Occipital,Orbital,PostParietal,SLF_L,SupFrontal,SupParietal,Temporal,UNC_L,UNC_R
102513,0.5139110768502625,0.48907634915350734,0.4383043126067012,0.43646598398164227,0.5518618983138215,0.5294957479679805,0.46706662201634325,0.5528624044227931,0.5539787352759808,0.5109268724624326,0.5137858675061959,0.4803895688199857,0.4915366445514291,0.5813595594683394,0.6404715208251868,0.5393602854430081,0.5638845435038976,0.46764604935718773,0.5458709042754608,0.5497670086576499,0.5738762182341518,0.4121393930556836,0.4465378984623412
102614,0.4962727027039752,0.485478903288465,0.4636104345185605,0.43941625953081953,0.5544548334753767,0.46972890532190253,0.4785127538851711,0.5821093642128357,0.5744264290303913,0.5609676987197301,0.5244489035408231,0.511226472763354,0.48134289720937173,0.548013672469178,0.6357728496646464,0.5496420712635771,0.5666135037815097,0.45128328213779184,0.550669354647265,0.5541598861643084,0.5599162729400158,0.445521959011518,0.4367623643983887
102715,0.5198782530733148,0.4341833842965744,0.44590204511372566,0.44064745128006394,0.5616315281633729,0.5469929962548356,0.45286678720949824,0.5530134012149702,0.5542509136064977,0.5112430373701004,0.5255761601494859,0.45051407637478513,0.46210171855399573,0.5476217444294306,0.5951514312878247,0.554849846333128,0.5448169780518459,0.491169792877007,0.5275113885926573,0.5395796110261275,0.5197260224800364,0.44747407263986605,0.47026897686628366
102816,0.4788780096014993,0.45966677912344095,0.46775237972932765,0.4478349729993662,0.5331283615375134,0.49283450098462134,0.49019106435547094,0.5446319601011549,0.5527832947701442,0.5368290013063289,0.5372351817747956,0.4959110784202745,0.49665792417116544,0.5495297110132344,0.6653631757829594,0.5245615817569744,0.588401713832643,0.45788273703662563,0.5492348936530074,0.5758022689378509,0.5877751695846272,0.3988955018135498,0.3950401383665064
103010,0.5051646129312329,0.48500595553923675,0.4580006768592101,0.4169448729245926,0.5533200844521474,0.5135471631804251,0.46274969732732885,0.5495672168519421,0.5591353868358699,0.5325347158537675,0.49090345301697824,0.4724451651725052,0.45706797681471373,0.5393211778982603,0.6255355733149868,0.502861984638119,0.5263555236354862,0.4679583487912946,0.5421328635191867,0.5354965440188577,0.5274069913231172,0.38703537112847824,0.3984144897258623
103111,0.4931716278573797,0.461414063863744,0.4646729974643411,0.4111471941843414,0.5227918607307264,0.507420276656484,0.5036889589385397,0.5418861034026707,0.5291915257813156,0.534026342472494,0.5014943086362132,0.5102688977065175,0.4853102542160655,0.5467278423752553,0.5935669689516843,0.5339142172142259,0.5628777073680075,0.4767909081132881,0.547528234793796,0.5594136147756321,0.5749795625424763,0.4345311401518772,0.4343184629659167
103212,0.5346987313582937,0.47092754039041623,0.4619721185627026,0.4478612406446971,0.5254614451819126,0.538782524834439,0.45475227027640713,0.5675162128486844,0.5701324317320533,0.5181750264166327,0.5142391252611647,0.5058476757799215,0.5080306628208432,0.5561437121949995,0.6525160577683435,0.5059455325817727,0.5877792076160356,0.5055388936700993,0.5473169485107234,0.5660146355179344,0.5593701640448484,0.41378233090239497,0.4529579975863411
103414,0.5380468996287368,0.4840366480681481,0.4829370416049999,0.4582699266197951,0.5228855844345108,0.5668135818108274,0.5090541130817292,0.5632988338708506,0.5607906963656749,0.5240155157642434,0.514559151431236,0.5030978038861643,0.5005804074027619,0.5656008940138809,0.6648318209496189,0.5331422397775831,0.5954503595202144,0.5009455067612826,0.5635777405083084,0.5828105338425954,0.5596600577633482,0.42815342458498096,0.4413564111980291
103515,0.5290278902623998,0.4731848364139611,0.46657655105649076,0.4809102825023011,0.5859858656334734,0.5811143024566384,0.547771994246197,0.5780443258275618,0.5773862306045433,0.5645989130700393,0.5769907413479942,0.5081322722900796,0.5060002781952528,0.5907116743562641,0.6651130536106693,0.5744973654011121,0.6236823046178513,0.5244678772986769,0.5968582019539767,0.598730134023539,0.5830843488292989,0.4739543470851499,0.4715245746832429
103818,0.4964463104964252,0.43362810780674094,0.46809944170556633,0.44484172161220414,0.5470353892770039,0.5488472021151756,0.5078009763300816,0.5804820652263157,0.5820479904740634,0.55791009383859,0.5527003469091253,0.5193704043004463,0.5278088464183971,0.566186456988712,0.6688873776218073,0.5370914811504776,0.595336793988071,0.4690778496552819,0.5491563929624353,0.5829778803538167,0.5811179257981202,0.42210429048280496,0.4321620537777703
104012,0.5725114953297548,0.48286234805968187,0.5120650470517214,0.45683558179116707,0.5776915467001001,0.5690052187955978,0.49211016208752156,0.5832571650909933,0.5682916514636126,0.5701235893475604,0.5267930405056005,0.5422136122784937,0.5199726461447611,0.5780603815180518,0.6680302082321989,0.5425611943573098,0.6049171289271136,0.5373583379742397,0.573844405927292,0.6042110784311995,0.5850099681978981,0.42508509859251226,0.40857053434478957
104416,0.5412648130877397,0.4864813522976186,0.4454479810625857,0.46065108791716924,0.5217153543964858,0.5494450664216971,0.4835583330589703,0.5858103047143436,0.5734039674661604,0.5133305271245421,0.5204013087201682,0.4928662804829597,0.5072156740623638,0.5733961740806304,0.664177979776802,0.49753047132827155,0.5717638933451176,0.5135678215907243,0.5490951143239392,0.5729117543734485,0.572457671328592,0.39023310178057874,0.4212738584572314
104820,0.4911435193344451,0.4180641541761424,0.45457775055420496,0.41796052448701276,0.5051537504691963,0.5390155714078162,0.49466600459391574,0.5655455398511308,0.5367157154116939,0.5154748391210936,0.5181455511329546,0.4767671060673748,0.4794244008592917,0.5516259659673207,0.621922646368779,0.4683368181955114,0.5574853563370824,0.4639691573372138,0.5256224008073955,0.5523431926869564,0.5346476060915974,0.3879859127933092,0.4374003757514259
105014,0.5233580067788821,0.48093806211203294,0.4966493978571607,0.46060843012846997,0.5742966954440055,0.5514705571949664,0.5343150279769887,0.5716578828193999,0.5587564669862355,0.5812867003945783,0.5607893407339162,0.5378429103816208,0.5088438131262326,0.5684104089434486,0.678918497822425,0.5841817638139026,0.6169427137163445,0.48665038749957246,0.5761823483200255,0.5976055846770777,0.6045493194907374,0.44272269081237114,0.42314833101616534
105115,0.5359874270129642,0.49057990323493283,0.46817022858704505,0.46266085366094806,0.5582452368992284,0.5684888462458104,0.5270091020024732,0.5813008678387825,0.5522015454041069,0.5611606491403942,0.5408060853631675,0.5366277278304096,0.5255525995172055,0.5564148629562196,0.6552262395545395,0.5148032366156875,0.554485106817724,0.49545921370652385,0.5787760627858034,0.5521722247521048,0.5813925458692727,0.4480219979506678,0.4547245685422233
105216,0.5177528475285742,0.4977658347917403,0.4813736688808144,0.4565769367608999,0.5814160005503023,0.5451374709677073,0.509528539557601,0.5844403079535468,0.5749407969526568,0.5793917195151476,0.543876883598262,0.522979629892815,0.4995498922416059,0.5727597956703538,0.6588313950866329,0.5849083391920683,0.6127066234291481,0.48707697468962347,0.5728834479203969,0.5972900598830672,0.5957184659944214,0.44108859058520694,0.42217326649453474
105620,0.5088251913632056,0.4929237939786911,0.4465662820915233,0.43439227645931716,0.5533157561060273,0.5440588444621937,0.5243741468116258,0.5906968902225812,0.5838547596006962,0.5431792308184973,0.5256346830218597,0.5198686144735823,0.5208679120941339,0.579800162846595,0.6497411792318915,0.5370897249164915,0.6008591765211939,0.5150609976700224,0.586683860042145,0.5871197929567622,0.6091635234068309,0.4723062679397354,0.4443545431808761
105923,0.5090617460587744,0.45100647537409166,0.46076221073272505,0.44593163470164776,0.5590062301026307,0.5748543725787215,0.473082107373339,0.5456546244035885,0.555259044238717,0.5390326042220318,0.5368327661807575,0.5086547499934256,0.5076445300185385,0.5666571480342718,0.657262630626105,0.5292039359940273,0.5955986396027889,0.49860010251585124,0.5650941264554382,0.578533651613723,0.5782832075912129,0.4529062469839678,0.43064875904529637
106016,0.5458671675412595,0.5214839162491565,0.5167362319029066,0.46084202472137004,0.576436279771873,0.5503503544532469,0.5268337964144142,0.5864142209146977,0.5855500441881579,0.5825702485189895,0.5337139017564259,0.5517814749073184,0.5245912986288374,0.5773391458866031,0.6583117144647112,0.5732859452727722,0.6208251695498309,0.47255240161851153,0.578429179186103,0.5997387641512866,0.5728665779761347,0.44772882664691904,0.4319323603041053
106319,0.509460234711085,0.4979012647932368,0.49514755074460814,0.4551642617258992,0.5705745746649091,0.5229975776702134,0.5259498369801974,0.5757031376413363,0.5717829561744302,0.5774730560903931,0.5342751714894418,0.528050646491812,0.5180030981492582,0.5564782611377342,0.65989454037787,0.5614145256867918,0.574417725953887,0.4873290180295461,0.5727087522288069,0.5677058319925617,0.5872868757320666,0.42682740064166425,0.43334465050748056
106521,0.5533365407566446,0.4577544945118148,0.4852325988133975,0.4320928299584509,0.5607287969795091,0.5429138993621846,0.4848672232694474,0.5827280987956711,0.5843732624789556,0.5347817579590783,0.5198753563455365,0.48356134168616677,0.4874593952326056,0.5813758951342323,0.6585342094800052,0.5547503796910203,0.6056068994399952,0.5163665734770476,0.569150981367332,0.5803379565857009,0.5933868672194289,0.4424461133316289,0.43829802594646383
106824,0.48794538723074576,0.41473287739868814,0.4542920468624195,0.42826380759759963,0.5358081462826252,0.48291113817825493,0.4590871042748014,0.5651971934045474,0.551775284262444,0.514569255632357,0.4975308868051681,0.4941295393082925,0.47537683017572646,0.5539507902004088,0.6233646055506248,0.5264438059885035,0.5590885000603807,0.43347391029603144,0.5527236727377192,0.5619381732591707,0.5608017434311603,0.42467888184755326,0.4497646582007544
107018,0.5412484657733393,0.4991162992316655,0.4725691603506398,0.4701750979585652,0.5653216802650978,0.5611150244293419,0.4859038879238273,0.5652539751303938,0.5593594134537233,0.5493589502663823,0.5230334305340385,0.5318188831639732,0.5342177352415551,0.5888050254832629,0.6877824503624739,0.5225879994825481,0.6163856279468867,0.5275014089211385,0.5743161379046128,0.5958503132839159,0.5751404975226173,0.40840710166442434,0.4265993833054151
107321,0.4925477777581708,0.4740845328058066,0.48947051947050496,0.4584134395734773,0.5516873832209924,0.5282072951739546,0.4911720990315944,0.5579175777892328,0.5446508095939122,0.5540966378938627,0.5121474851977098,0.5343456319641724,0.5074655265803222,0.5604636503510213,0.6738472165302538,0.5292510430332854,0.6118282746847095,0.45931555120520834,0.5618946357565574,0.5894962366491034,0.5859214120605923,0.4153065461286614,0.40623812023350964
107422,0.5342517080752627,0.4949389049313569,0.45181111897891413,0.46488775632004503,0.5639945130157948,0.5301139654510457,0.47842466151932755,0.5569817551940797,0.55980390709174,0.5066058936871807,0.5234519696139514,0.49894355085297093,0.5208017742494006,0.6048317547300323,0.6603383280261725,0.5388112993949772,0.63858410900006,0.5360201162768674,0.5674367657716165,0.5841918323986706,0.5681711138563401,0.4598342525283467,0.43448871889383134
107725,0.5181231288655097,0.45750199270482567,0.4421808253517593,0.4421429560085286,0.5272898135391924,0.585692553051609,0.5308920829678827,0.5612983173043586,0.5356261949191763,0.5319141739326898,0.5295673518177854,0.504140865247483,0.49543751407110426,0.5769311901285192,0.6620067242723935,0.5115044003889193,0.589312900509784,0.4936602496227707,0.5634813595223168,0.5842544208384384,0.5813783449790403,0.40271830754579513,0.4173103270603194
108020,0.5007826114715136,0.5113557161752137,0.45818574850075255,0.48927520997404755,0.5845437052862509,0.5293939416842222,0.4937927674222297,0.5632793476529946,0.5535152891282576,0.520760130933678,0.5504073330305411,0.4741797456431945,0.528764193763042,0.5752540973979454,0.6489703961174701,0.5460931698477943,0.591062165250241,0.546348352289893,0.5629822401927629,0.5524163295000224,0.5436661859061663,0.4477265784916539,0.4515346117801711
108121,0.5345660530285105,0.4843469486142784,0.4909073108724859,0.47286585579286156,0.5659684425251382,0.540575626728735,0.49566571668183435,0.6143814394584705,0.6173836718280434,0.5625282348768735,0.531879408242078,0.542600247282946,0.5129115634793053,0.6087771786180953,0.6701305140420156,0.5386015611936206,0.6066764176949725,0.49149644193405806,0.5933528022092799,0.5858602277401284,0.5907712859759795,0.415736909298492,0.42251599206662055
108222,0.5157300096095998,0.4569618366516322,0.47527454966914773,0.4555308428874848,0.5609117816990048,0.5507958046617875,0.49089399981390414,0.5796003569231728,0.561905990869826,0.5341826465449148,0.5087441665562998,0.5179170222459567,0.5067066203586542,0.5583991362227454,0.6625965618793022,0.5491322307103459,0.5878540740726995,0.4811749254731011,0.5690658632663407,0.5941382507961499,0.5743978875636794,0.4487802731069854,0.46115510231209333
108323,0.4744048209265749,0.4243968172146653,0.436233460111788,0.3968524473508056,0.5303607899363812,0.44748557259883187,0.45374191523640234,0.5294283770131064,0.5424150793578603,0.49615526285176637,0.4838394950656281,0.4627904580049423,0.47557431662488675,0.5380761542258846,0.6284974661537082,0.5126463152494106,0.5769945147655605,0.4421004083590002,0.525701006419505,0.55971966321816,0.5454134699530752,0.3949246349387878,0.39631357633292125
108525,0.49193672836938807,0.49524041878254854,0.4655389556444222,0.4469670906868847,0.5567990170816318,0.548398842406649,0.5076765978730147,0.5497688353198933,0.557203029321202,0.5406871797765973,0.5207091402660528,0.48015269601898425,0.4654347864346321,0.5723373396358389,0.639602781342332,0.5521708160151679,0.5590297052954295,0.4605885290480521,0.5519802423530389,0.5594574023130527,0.5666274078563324,0.4295766178738458,0.44447068494995134
108828,0.5098984842180537,0.47819982514759857,0.44477526531585326,0.43384770880418466,0.5676080794304228,0.5529703530758302,0.5076968350532155,0.5531901927617091,0.5693130202155369,0.539080015154335,0.5328414349357842,0.5014286146072955,0.50631847643685,0.5625343937912387,0.6587250076657051,0.5253230394912929,0.5809729629365499,0.4878512555377401,0.5616528772375563,0.5798139515483848,0.5821206941523502,0.4423017133817798,0.43432943911015975
109123,0.5334411706773603,0.4781306799258717,0.4501176625458311,0.46022179773519994,0.5552255691837946,0.5578300953286398,0.5143587181891527,0.5683960814023079,0.5551875729016351,0.5419075677938973,0.5444853306469468,0.5111471359606106,0.5199809328911852,0.5603826524283021,0.6072920566248873,0.5349780779772124,0.584389693642331,0.5247832754340601,0.5633446231903267,0.5378107050850663,0.5763200772854806,0.4697305352635828,0.4331294220693887
109830,0.49750687992919945,0.44777809805386787,0.4663077915978648,0.4363951612836124,0.5326555067622877,0.4942534758412133,0.42306865285245443,0.5461239262448668,0.5512189262940471,0.5315092615558491,0.5058425310652889,0.49470891527179545,0.4787300227378175,0.5627862554699743,0.6612389911634409,0.5006339791343659,0.5863556481024382,0.4672835455315741,0.5314294371587677,0.5549029886425028,0.5647817950115424,0.39502157617106753,0.39293220076007596
110007,0.5421862727168912,0.4894299825225867,0.4679445255783943,0.4485362166182271,0.5460377546859432,0.5951952642390567,0.5384056866217306,0.5685078943023751,0.5684054025248715,0.5415899933967044,0.5580471367030336,0.5031718966760768,0.5278612904687785,0.5913870861402614,0.6612447391716888,0.5359529623093156,0.5938557402191744,0.5278516758766717,0.5815187493184845,0.5877583313503001,0.5627463960888436,0.4418651583121674,0.45782691325242936
110411,0.5406316031053612,0.47918832188461963,0.4679931018062337,0.4424632086942579,0.5614539749992312,0.5372268401069143,0.4851773300112204,0.5861571819969823,0.580980231208944,0.5512105958799534,0.5491671437050575,0.4950918641107686,0.5143412312829253,0.5790442050078682,0.6821452190565634,0.5530977035353113,0.6163012899298899,0.5315861707083703,0.5714254873120573,0.5967899036358514,0.5856208975873739,0.41828063004302196,0.4470465858557052
110613,0.5284567475673525,0.45765328086518764,0.4373844495578583,0.4139245989494579,0.5396631401330827,0.5419460507118545,0.47006995440745336,0.5496566434578294,0.5472629750788991,0.5202012712511273,0.5118183524283242,0.4850978455129903,0.5007846181969701,0.5738667711244654,0.6406719831967029,0.5005525113639201,0.5869017000147574,0.49890706455364575,0.5523369917879432,0.5693529610359138,0.5578369824169633,0.40365686606858014,0.42946568329575774
111009,0.5355977834496543,0.484667935864231,0.4660495217620314,0.44239882779859047,0.5428035984291203,0.5235594293509387,0.46684500429229425,0.5717048891684098,0.5648123496079348,0.5659128590608495,0.5211171954519841,0.5408636026685593,0.51326482657197,0.5772514186977326,0.6255740759608184,0.4996732390051766,0.5976701543803682,0.48689381641932966,0.5548973677374164,0.5628536670920345,0.5571633227284883,0.43356061359158793,0.44018212359891257
111211,0.5386373172317258,0.44519562563832205,0.46657521169010946,0.4308119900901448,0.5438378977263635,0.5614861609418433,0.4687694391500124,0.5788515518784735,0.5837063069427536,0.5362357438815644,0.5227295756493404,0.5105568470905385,0.49796880574197006,0.5779261919683766,0.6555310154588336,0.5238531491994777,0.5986341778969345,0.48895502446038513,0.5572501145840405,0.5795680645381882,0.589590601426429,0.4133240836101216,0.4460352042892388
111312,0.5004003182779503,0.458244961798422,0.464269829473984,0.43866650895773146,0.5519827556336181,0.5089668799558476,0.4853817385996031,0.5743578801353211,0.5811905469116677,0.5569883729566043,0.5269610863022316,0.5255087698784372,0.5135423047337607,0.5539529310699738,0.6652016880384047,0.5167241075648838,0.595412436503285,0.46581321948241106,0.5565468726698507,0.5891976178281924,0.5906193551488805,0.4438431866202632,0.4278316654460245
111413,0.5470987207842657,0.44324607772239355,0.47943664387022494,0.4461082085512013,0.5505874982544086,0.5667902643250453,0.5112458274877117,0.5375885551989869,0.5319864083651562,0.5572538963876564,0.5370600441354509,0.5217268989158466,0.4996620373973551,0.5599050645722663,0.6644586728293261,0.5420746018808997,0.6050920548804626,0.49050450541031415,0.5766180675279546,0.5963313652139267,0.5550733094124731,0.432081462500486,0.46327928605114066
111514,0.5118934695248697,0.4658134793460979,0.4571215040838464,0.4263236524704451,0.5215533045602387,0.5160453928923633,0.47171349957916464,0.5625764439600832,0.553469710878828,0.5319328527774214,0.5172577600333623,0.5212409602218911,0.5068962014297939,0.5349495960587084,0.6371067250686068,0.5041382638923068,0.567452416633516,0.46209096639477004,0.5285599059726778,0.5558345429707107,0.5764312059015803,0.4202309000962589,0.42887024050634737
111716,0.5390802967212114,0.47914906550786013,0.4886220309453402,0.4472047530884488,0.5660437107386159,0.5321945903608508,0.4741557433336295,0.5852561561800473,0.5947009643795746,0.6037294440588012,0.5351547672640983,0.5498513300254138,0.4898168640599713,0.5841454776334379,0.6835035096111488,0.5595984555120586,0.6153860299114465,0.4967947242346109,0.5919200409508226,0.5988017841235631,0.5941495716049172,0.41987703194649556,0.4256377554431187
112112,0.5223449380901249,0.4787833762601159,0.46804969096030535,0.4494541005906229,0.5413372243693045,0.532414167524766,0.48603290579226205,0.567641437284491,0.5463641907075862,0.5330838077633213,0.512188374795897,0.5009784912115688,0.5005621238969304,0.5592622447134697,0.6470229852024068,0.49581578433926227,0.5868144841181105,0.48724211629950326,0.5514661579822484,0.5632411705482017,0.5668768846147714,0.4214959542459676,0.41475744781751617
112314,0.5354759851846477,0.47049987805587046,0.4431131254859957,0.4587827100499841,0.5545831889090466,0.5574112587678527,0.4775649806259535,0.5640332582921378,0.5612696890827263,0.5224451953583337,0.5307776850637391,0.49590516411784724,0.5147291185593023,0.5661277518658714,0.6547412562546627,0.5437726346171182,0.5753637334459138,0.5131734592977143,0.5689774058425742,0.5554588688088306,0.5604066250757752,0.4525207971226132,0.4623664404764668
112819,0.5072895817556026,0.4381787336172768,0.48162087692615335,0.442180898902356,0.5478043905909945,0.5327387061229008,0.49027751109174744,0.5347058500572295,0.5259565401795923,0.5840514044206278,0.5358323687174602,0.5600876552931645,0.5249597696704643,0.5609037728099341,0.6696661425450757,0.5591229233338963,0.5840363411678259,0.4659703303534705,0.5604524517608879,0.5844211046558914,0.5826616259381352,0.4200554809404406,0.4228935055978442
112920,0.5096052196548432,0.4533724767817142,0.44751460203289684,0.4258675021931459,0.5356070241598906,0.5403583402105607,0.4974841539505524,0.5450406137609678,0.5342493910969974,0.5205820779263823,0.5127651411549019,0.4800569368758653,0.4935943190023485,0.5504028085816344,0.6269980344587375,0.5586600325889391,0.5771924450339623,0.46356169669382963,0.5439483152834592,0.575772938026983,0.5519360958047759,0.4376925090882999,0.46791008237268145
113215,0.5276984747707276,0.45524248515270427,0.4582990002899872,0.42999799236424735,0.5448089925899194,0.5482827422604439,0.49654841388211396,0.5561880787280391,0.5507792023568407,0.5483223304674919,0.5146564994907794,0.5134604263130804,0.4827463876569535,0.5671980048104426,0.6552534725785171,0.5409559837025318,0.5976388581291758,0.48389680532849433,0.555224344100129,0.5854390892345251,0.582625814730493,0.4442398250499402,0.44923919209960306
113316,0.5362308198011947,0.4891604112040923,0.4409987364233512,0.44300546479100683,0.5705379672191776,0.5751182180981275,0.4762125410481805,0.5401601047633241,0.5442580564366967,0.5000781835540197,0.5206116748845527,0.451890173642836,0.48143264162085936,0.5581528730358107,0.6330527118040304,0.5397156081959233,0.5622478780953767,0.5202251735552715,0.5490966354638408,0.550271331662088,0.5313313615944992,0.3951618954961298,0.40341103181440396
113619,0.5143584768241506,0.459723714873118,0.44108876428123783,0.44429725601281445,0.5468604963378588,0.5341151020067412,0.4867032426568229,0.5437969240167462,0.5378063420760946,0.5238492442723115,0.531837155176127,0.4955077554533645,0.5215244512278392,0.5473117923426756,0.6272152934286364,0.5161023100817055,0.5762076288990756,0.5114253685375629,0.5535794641412303,0.5529961003931354,0.5603428060108058,0.42605932138418723,0.447664810262352
113821,0.5387449850577323,0.49056289694562033,0.4531885251393471,0.44647205552653213,0.524479541565342,0.5467403632587247,0.47151471147199386,0.5836705620072435,0.5713756792263053,0.5324188038053819,0.5416162417664419,0.5228804850608987,0.5069129481825537,0.5820073936059513,0.6478547362726327,0.5344516594584335,0.5937431641875868,0.48207428478266373,0.5647859102455322,0.5688353928099675,0.5751941001406081,0.46229864802483966,0.4589285547048345
113922,0.5028588023190624,0.45609575438822003,0.4635073032642967,0.420463870463475,0.5423992078671366,0.47917923956060393,0.4645558518699435,0.5460029921554064,0.5632143435870024,0.5300563381995693,0.5031247441951553,0.4967041113589649,0.4937772003123311,0.509965974880008,0.6079217836928527,0.520110914830754,0.5548381610993589,0.44996657743005053,0.5335209505529531,0.5356146177353384,0.5497606083986181,0.4501953540299049,0.41269999524599876
114116,0.515683092151295,0.47597271115408574,0.45573683115216335,0.4678334863241885,0.5531389669236958,0.5430082162603468,0.5094794311828358,0.6079150344008102,0.5946822326430758,0.4984534629492998,0.5678679238889066,0.5016493937012687,0.5508260783237244,0.5893093470419029,0.6502406212503499,0.5291021681554099,0.5821969738213246,0.5281023814753831,0.5581404384036803,0.579574138382946,0.565452542313178,0.4370711903356572,0.43598383314450323
